Age group,Term,More Phrase Usage,Category
35 - 44,"""matte"" (7.69%)",-0.454072481,Product Description
45 - 54,"""matte"" (7.69%)",-0.700929346,Product Description
55 - 65,"""matte"" (7.69%)",-0.706334971,Product Description
16 - 24,"""medicated"" (2.42%)",-0.116924607,Product Description
25 - 34,"""medicated"" (2.42%)",0.432371171,Product Description
35 - 44,"""medicated"" (2.42%)",-0.030760564,Product Description
45 - 54,"""medicated"" (2.42%)",-0.116924607,Product Description
55 - 65,"""medicated"" (2.42%)",-0.332334716,Product Description
16 - 24,"""menthol"" (1.93%)",0.701707373,Product Ingredients
25 - 34,"""menthol"" (1.93%)",0.817161201,Product Ingredients
35 - 44,"""menthol"" (1.93%)",-0.137956828,Product Ingredients
45 - 54,"""menthol"" (1.93%)",-0.484318311,Product Ingredients
55 - 65,"""menthol"" (1.93%)",-1.06158745,Product Ingredients
16 - 24,"""micellar"" (4.00%)",0.916515139,Product Ingredients
25 - 34,"""micellar"" (4.00%)",0.687386354,Product Ingredients
35 - 44,"""micellar"" (4.00%)",-0.589188304,Product Ingredients
45 - 54,"""micellar"" (4.00%)",-1.070826361,Product Ingredients
55 - 65,"""micellar"" (4.00%)",-1.028741483,Product Ingredients
16 - 24,"""mild"" (26.38%)",-0.160654825,Product Usage
25 - 34,"""mild"" (26.38%)",0.316584508,Product Usage
35 - 44,"""mild"" (26.38%)",0.047251419,Product Usage
45 - 54,"""mild"" (26.38%)",-0.077177318,Product Usage
55 - 65,"""mild"" (26.38%)",-0.19845596,Product Usage
16 - 24,"""milk"" (2.59%)",-0.272901223,Product Ingredients
25 - 34,"""milk"" (2.59%)",0.434096764,Product Ingredients
35 - 44,"""milk"" (2.59%)",-0.105454331,Product Ingredients
45 - 54,"""milk"" (2.59%)",-0.533374166,Product Ingredients
55 - 65,"""milk"" (2.59%)",-0.198480382,Product Ingredients
16 - 24,"""mineral"" (15.19%)",1.377447165,Product Ingredients
25 - 34,"""mineral"" (15.19%)",0.869445443,Product Ingredients
35 - 44,"""mineral"" (15.19%)",-0.174285191,Product Ingredients
45 - 54,"""mineral"" (15.19%)",-0.817952091,Product Ingredients
55 - 65,"""mineral"" (15.19%)",-1.145727081,Product Ingredients
16 - 24,"""mint"" (2.69%)",0.910796452,Product Ingredients
25 - 34,"""mint"" (2.69%)",0.618164085,Product Ingredients
35 - 44,"""mint"" (2.69%)",-0.452745856,Product Ingredients
45 - 54,"""mint"" (2.69%)",-0.378031209,Product Ingredients
55 - 65,"""mint"" (2.69%)",-0.907259959,Product Ingredients
16 - 24,"""miracle"" (11.16%)",-0.641599201,Product Performance
25 - 34,"""miracle"" (11.16%)",0.371685054,Product Performance
35 - 44,"""miracle"" (11.16%)",0.805317618,Product Performance
45 - 54,"""miracle"" (11.16%)",-0.247790036,Product Performance
55 - 65,"""miracle"" (11.16%)",-0.942487102,Product Performance
16 - 24,"""moisturize"" (32.79%)",1.26443521,Product Description
25 - 34,"""moisturize"" (32.79%)",0.957649594,Product Description
35 - 44,"""moisturize"" (32.79%)",-0.112581877,Product Description
45 - 54,"""moisturize"" (32.79%)",-0.870398639,Product Description
55 - 65,"""moisturize"" (32.79%)",-1.198293357,Product Description
16 - 24,"""natural ingredients"" (2.74%)",1.178511302,Product Description
25 - 34,"""natural ingredients"" (2.74%)",0.164991582,Product Description
35 - 44,"""natural ingredients"" (2.74%)",-0.771924903,Product Description
45 - 54,"""natural ingredients"" (2.74%)",-0.153206469,Product Description
55 - 65,"""natural ingredients"" (2.74%)",-0.023570226,Product Description
16 - 24,"""natural look"" (1.77%)",0.113714707,Product Effects
25 - 34,"""natural look"" (1.77%)",0.274810541,Product Effects
35 - 44,"""natural look"" (1.77%)",0,Product Effects
45 - 54,"""natural look"" (1.77%)",0,Product Effects
55 - 65,"""natural look"" (1.77%)",0,Product Effects
16 - 24,"""natural"" (30.00%)",1.289952364,Product Description
25 - 34,"""natural"" (30.00%)",0.91657049,Product Description
35 - 44,"""natural"" (30.00%)",-0.220459323,Product Description
45 - 54,"""natural"" (30.00%)",-0.739045259,Product Description
55 - 65,"""natural"" (30.00%)",-1.154878818,Product Description
16 - 24,"""neutral"" (5.13%)",1.287495812,Product Effects
25 - 34,"""neutral"" (5.13%)",0.901247069,Product Effects
35 - 44,"""neutral"" (5.13%)",-0.165535176,Product Effects
45 - 54,"""neutral"" (5.13%)",-0.96010402,Product Effects
55 - 65,"""neutral"" (5.13%)",-0.934354104,Product Effects
16 - 24,"""new"" (27.32%)",1.039329471,Product Effects
25 - 34,"""new"" (27.32%)",0.825850554,Product Effects
35 - 44,"""new"" (27.32%)",0.099378117,Product Effects
45 - 54,"""new"" (27.32%)",-0.691506063,Product Effects
55 - 65,"""new"" (27.32%)",-1.380711706,Product Effects
16 - 24,"""niacinamide"" (5.32%)",1.253533588,Product Ingredients
25 - 34,"""niacinamide"" (5.32%)",0.819959971,Product Ingredients
35 - 44,"""niacinamide"" (5.32%)",-0.586573487,Product Ingredients
45 - 54,"""niacinamide"" (5.32%)",-0.875622565,Product Ingredients
55 - 65,"""niacinamide"" (5.32%)",-0.852395407,Product Ingredients
16 - 24,"""nighttime"" (5.94%)",0.363696484,Product Usage
25 - 34,"""nighttime"" (5.94%)",0.44370971,Product Usage
35 - 44,"""nighttime"" (5.94%)",0.461894534,Product Usage
45 - 54,"""nighttime"" (5.94%)",-0.880145491,Product Usage
55 - 65,"""nighttime"" (5.94%)",-0.581914374,Product Usage
16 - 24,"""non-greasy"" (7.00%)",-0.34966291,Product Description
25 - 34,"""non-greasy"" (7.00%)",-0.310811476,Product Description
35 - 44,"""non-greasy"" (7.00%)",0.033995005,Product Description
45 - 54,"""non-greasy"" (7.00%)",0.505068648,Product Description
55 - 65,"""non-greasy"" (7.00%)",0.019425717,Product Description
16 - 24,"""non-irritating"" (2.54%)",1.240967365,Product Usage
25 - 34,"""non-irritating"" (2.54%)",0.564076075,Product Usage
35 - 44,"""non-irritating"" (2.54%)",-0.493566565,Product Usage
45 - 54,"""non-irritating"" (2.54%)",-1.325578776,Product Usage
55 - 65,"""non-irritating"" (2.54%)",-1.635820617,Product Usage
16 - 24,"""nourishing"" (4.00%)",0.202072594,Product Description
25 - 34,"""nourishing"" (4.00%)",0.08660254,Product Description
35 - 44,"""nourishing"" (4.00%)",-0.137120689,Product Description
45 - 54,"""nourishing"" (4.00%)",-0.216506351,Product Description
55 - 65,"""nourishing"" (4.00%)",0.404145188,Product Description
16 - 24,"""oatmeal"" (5.67%)",0.112545426,Product Ingredients
25 - 34,"""oatmeal"" (5.67%)",0.173933839,Product Ingredients
35 - 44,"""oatmeal"" (5.67%)",0.436539832,Product Ingredients
45 - 54,"""oatmeal"" (5.67%)",-0.351278146,Product Ingredients
55 - 65,"""oatmeal"" (5.67%)",-0.583189932,Product Ingredients
16 - 24,"""obsessed"" (4.55%)",1.153973496,Product Reactions
25 - 34,"""obsessed"" (4.55%)",0.814702574,Product Reactions
35 - 44,"""obsessed"" (4.55%)",-0.542381114,Product Reactions
45 - 54,"""obsessed"" (4.55%)",-0.843955267,Product Reactions
55 - 65,"""obsessed"" (4.55%)",-0.892422541,Product Reactions
16 - 24,"""odorless"" (1.89%)",1.56006752,Product Performance
25 - 34,"""odorless"" (1.89%)",0.656183155,Product Performance
35 - 44,"""odorless"" (1.89%)",-0.856439659,Product Performance
45 - 54,"""odorless"" (1.89%)",-1.225372052,Product Performance
55 - 65,"""odorless"" (1.89%)",-0.579740363,Product Performance
16 - 24,"""oil free"" (2.56%)",1.154693322,Product Description
25 - 34,"""oil free"" (2.56%)",0.239051879,Product Description
35 - 44,"""oil free"" (2.56%)",-0.168250694,Product Description
45 - 54,"""oil free"" (2.56%)",-0.613441878,Product Description
55 - 65,"""oil free"" (2.56%)",-0.929180306,Product Description
16 - 24,"""olive"" (3.86%)",1.506859466,Product Ingredients
25 - 34,"""olive"" (3.86%)",0.445086604,Product Ingredients
35 - 44,"""olive"" (3.86%)",-0.144787208,Product Ingredients
45 - 54,"""olive"" (3.86%)",-0.681036129,Product Ingredients
55 - 65,"""olive"" (3.86%)",-0.93843561,Product Ingredients
16 - 24,"""organic"" (1.76%)",0.757450555,Product Description
25 - 34,"""organic"" (1.76%)",0.977355555,Product Description
35 - 44,"""organic"" (1.76%)",-0.097735555,Product Description
45 - 54,"""organic"" (1.76%)",-0.684148888,Product Description
55 - 65,"""organic"" (1.76%)",-1.001789444,Product Description
16 - 24,"""over the counter"" (2.52%)",-0.753726136,Product Description
25 - 34,"""over the counter"" (2.52%)",0.52427566,Product Description
35 - 44,"""over the counter"" (2.52%)",1.433623092,Product Description
45 - 54,"""over the counter"" (2.52%)",-0.655418306,Product Description
55 - 65,"""over the counter"" (2.52%)",-2.621574915,Product Description
16 - 24,"""parabens"" (3.41%)",0.422137419,Product Description
25 - 34,"""parabens"" (3.41%)",0.902342743,Product Description
35 - 44,"""parabens"" (3.41%)",-0.119632691,Product Description
45 - 54,"""parabens"" (3.41%)",-0.919974898,Product Description
55 - 65,"""parabens"" (3.41%)",-1.055417425,Product Description
16 - 24,"""paste"" (4.05%)",-0.833869829,Product Description
25 - 34,"""paste"" (4.05%)",-0.228457487,Product Description
35 - 44,"""paste"" (4.05%)",0.494991222,Product Description
45 - 54,"""paste"" (4.05%)",0.578758968,Product Description
55 - 65,"""paste"" (4.05%)",-0.514029346,Product Description
16 - 24,"""peppermint"" (7.25%)",0.836479822,Product Ingredients
25 - 34,"""peppermint"" (7.25%)",0.531660904,Product Ingredients
35 - 44,"""peppermint"" (7.25%)",0.297730106,Product Ingredients
45 - 54,"""peppermint"" (7.25%)",-0.928634379,Product Ingredients
55 - 65,"""peppermint"" (7.25%)",-0.808124574,Product Ingredients
16 - 24,"""peroxide"" (5.37%)",1.264105131,Product Ingredients
25 - 34,"""peroxide"" (5.37%)",0.894467247,Product Ingredients
35 - 44,"""peroxide"" (5.37%)",-0.20033809,Product Ingredients
45 - 54,"""peroxide"" (5.37%)",-0.826747329,Product Ingredients
55 - 65,"""peroxide"" (5.37%)",-1.027085419,Product Ingredients
16 - 24,"""petroleum"" (2.30%)",0.730683451,Product Ingredients
25 - 34,"""petroleum"" (2.30%)",0.974244601,Product Ingredients
35 - 44,"""petroleum"" (2.30%)",-0.404920412,Product Ingredients
45 - 54,"""petroleum"" (2.30%)",-0.83419694,Product Ingredients
55 - 65,"""petroleum"" (2.30%)",-0.913354313,Product Ingredients
16 - 24,"""plastic"" (22.16%)",-0.950824498,Social Responsibility
25 - 34,"""plastic"" (22.16%)",-0.076819662,Social Responsibility
35 - 44,"""plastic"" (22.16%)",0.558029622,Social Responsibility
45 - 54,"""plastic"" (22.16%)",0.459468546,Social Responsibility
55 - 65,"""plastic"" (22.16%)",-0.550782484,Social Responsibility
16 - 24,"""powder"" (14.66%)",1.470500163,Product Description
25 - 34,"""powder"" (14.66%)",0.831435791,Product Description
35 - 44,"""powder"" (14.66%)",-0.316271654,Product Description
45 - 54,"""powder"" (14.66%)",-0.757530387,Product Description
55 - 65,"""powder"" (14.66%)",-1.033588806,Product Description
16 - 24,"""prevents"" (2.99%)",0.695503552,Product Effects
25 - 34,"""prevents"" (2.99%)",0.718947492,Product Effects
35 - 44,"""prevents"" (2.99%)",-0.031258587,Product Effects
45 - 54,"""prevents"" (2.99%)",-0.500137386,Product Effects
55 - 65,"""prevents"" (2.99%)",-0.961201538,Product Effects
16 - 24,"""protective"" (6.11%)",0.591504316,Product Effects
25 - 34,"""protective"" (6.11%)",0.871690571,Product Effects
35 - 44,"""protective"" (6.11%)",0.418549838,Product Effects
45 - 54,"""protective"" (6.11%)",-0.940872362,Product Effects
55 - 65,"""protective"" (6.11%)",-1.234894975,Product Effects
16 - 24,"""psoriasis"" (22.28%)",-0.380391886,Skin Descriptions
25 - 34,"""psoriasis"" (22.28%)",0.029640926,Skin Descriptions
35 - 44,"""psoriasis"" (22.28%)",0.098803087,Skin Descriptions
45 - 54,"""psoriasis"" (22.28%)",-0.049401544,Skin Descriptions
55 - 65,"""psoriasis"" (22.28%)",0.27170849,Skin Descriptions
16 - 24,"""puffiness"" (15.14%)",-0.353451738,Skin Descriptions
25 - 34,"""puffiness"" (15.14%)",-0.03625146,Skin Descriptions
35 - 44,"""puffiness"" (15.14%)",0.892692211,Skin Descriptions
45 - 54,"""puffiness"" (15.14%)",-0.181257302,Skin Descriptions
55 - 65,"""puffiness"" (15.14%)",-0.897223644,Skin Descriptions
16 - 24,"""pure"" (3.18%)",1.250828297,Product Description
25 - 34,"""pure"" (3.18%)",0.540898723,Product Description
35 - 44,"""pure"" (3.18%)",-0.160579308,Product Description
45 - 54,"""pure"" (3.18%)",-0.608511063,Product Description
55 - 65,"""pure"" (3.18%)",-0.878960425,Product Description
16 - 24,"""reduce"" (15.70%)",1.1896906,Product Effects
25 - 34,"""reduce"" (15.70%)",0.560587194,Product Effects
35 - 44,"""reduce"" (15.70%)",-0.479613488,Product Effects
45 - 54,"""reduce"" (15.70%)",-0.286522344,Product Effects
55 - 65,"""reduce"" (15.70%)",-0.703848366,Product Effects
16 - 24,"""refreshing"" (11.51%)",0.913841164,Product Effects
25 - 34,"""refreshing"" (11.51%)",0.123401909,Product Effects
35 - 44,"""refreshing"" (11.51%)",0.3768761,Product Effects
45 - 54,"""refreshing"" (11.51%)",-0.603668798,Product Effects
55 - 65,"""refreshing"" (11.51%)",-0.913841164,Product Effects
16 - 24,"""renewing"" (2.53%)",0.289723441,Product Effects
25 - 34,"""renewing"" (2.53%)",0.167500184,Product Effects
35 - 44,"""renewing"" (2.53%)",0.473058327,Product Effects
45 - 54,"""renewing"" (2.53%)",-0.559049178,Product Effects
55 - 65,"""renewing"" (2.53%)",-0.796705512,Product Effects
16 - 24,"""repair"" (6.79%)",0.055576758,Product Effects
25 - 34,"""repair"" (6.79%)",0.632516438,Product Effects
35 - 44,"""repair"" (6.79%)",0.179962836,Product Effects
45 - 54,"""repair"" (6.79%)",-0.431381504,Product Effects
55 - 65,"""repair"" (6.79%)",-0.61134434,Product Effects
16 - 24,"""retinol"" (3.57%)",1.206468606,Product Ingredients
25 - 34,"""retinol"" (3.57%)",1.089073896,Product Ingredients
35 - 44,"""retinol"" (3.57%)",0.294279982,Product Ingredients
45 - 54,"""retinol"" (3.57%)",-0.782895801,Product Ingredients
55 - 65,"""retinol"" (3.57%)",-1.26199313,Product Ingredients
16 - 24,"""salicylic acid"" (11.78%)",1.27899823,Product Ingredients
25 - 34,"""salicylic acid"" (11.78%)",0.758351493,Product Ingredients
35 - 44,"""salicylic acid"" (11.78%)",-0.465436713,Product Ingredients
45 - 54,"""salicylic acid"" (11.78%)",-0.932408528,Product Ingredients
55 - 65,"""salicylic acid"" (11.78%)",-1.050493355,Product Ingredients
16 - 24,"""scentless"" (2.13%)",1.39602666,Product Performance
25 - 34,"""scentless"" (2.13%)",-0.212848183,Product Performance
35 - 44,"""scentless"" (2.13%)",-1.240740444,Product Performance
45 - 54,"""scentless"" (2.13%)",0.829941067,Product Performance
55 - 65,"""scentless"" (2.13%)",0.97891096,Product Performance
16 - 24,"""secret"" (1.96%)",-0.455149564,Product Reactions
25 - 34,"""secret"" (1.96%)",0.465263998,Product Reactions
35 - 44,"""secret"" (1.96%)",0.445035129,Product Reactions
45 - 54,"""secret"" (1.96%)",-0.586637215,Product Reactions
55 - 65,"""secret"" (1.96%)",-0.171945391,Product Reactions
16 - 24,"""sensitive"" (23.56%)",1.439182896,Skin Descriptions
25 - 34,"""sensitive"" (23.56%)",0.827411218,Skin Descriptions
35 - 44,"""sensitive"" (23.56%)",-0.150410498,Skin Descriptions
45 - 54,"""sensitive"" (23.56%)",-0.841531388,Skin Descriptions
55 - 65,"""sensitive"" (23.56%)",-1.154016871,Skin Descriptions
16 - 24,"""serum"" (31.07%)",1.216109806,Product Description
25 - 34,"""serum"" (31.07%)",0.955569583,Product Description
35 - 44,"""serum"" (31.07%)",-0.018774222,Product Description
45 - 54,"""serum"" (31.07%)",-0.992351732,Product Description
55 - 65,"""serum"" (31.07%)",-1.127219613,Product Description
16 - 24,"""sheer"" (20.42%)",0.820435654,Product Effects
25 - 34,"""sheer"" (20.42%)",0.815412578,Product Effects
35 - 44,"""sheer"" (20.42%)",-0.04353332,Product Effects
45 - 54,"""sheer"" (20.42%)",-0.480540883,Product Effects
55 - 65,"""sheer"" (20.42%)",-1.215584255,Product Effects
16 - 24,"""shimmer"" (3.58%)",0.697983879,Product Reactions
25 - 34,"""shimmer"" (3.58%)",0.867860815,Product Reactions
35 - 44,"""shimmer"" (3.58%)",-0.050283573,Product Reactions
45 - 54,"""shimmer"" (3.58%)",-0.984606716,Product Reactions
55 - 65,"""shimmer"" (3.58%)",-1.42143312,Product Reactions
16 - 24,"""silicone"" (1.83%)",0.56824733,Product Ingredients
25 - 34,"""silicone"" (1.83%)",0.32089261,Product Ingredients
35 - 44,"""silicone"" (1.83%)",-0.3944305,Product Ingredients
45 - 54,"""silicone"" (1.83%)",0.133705254,Product Ingredients
55 - 65,"""silicone"" (1.83%)",-0.501394703,Product Ingredients
16 - 24,"""silky"" (14.54%)",0.645973534,Product Description
25 - 34,"""silky"" (14.54%)",0.812676381,Product Description
35 - 44,"""silky"" (14.54%)",0.475103115,Product Description
45 - 54,"""silky"" (14.54%)",-0.896027805,Product Description
55 - 65,"""silky"" (14.54%)",-1.37113092,Product Description
16 - 24,"""smoothing"" (3.63%)",1.201399479,Product Effects
25 - 34,"""smoothing"" (3.63%)",0.648454112,Product Effects
35 - 44,"""smoothing"" (3.63%)",0.070374865,Product Effects
45 - 54,"""smoothing"" (3.63%)",-0.789203842,Product Effects
55 - 65,"""smoothing"" (3.63%)",-1.151131718,Product Effects
16 - 24,"""softening"" (2.11%)",0.200560717,Product Effects
25 - 34,"""softening"" (2.11%)",-0.424835434,Product Effects
35 - 44,"""softening"" (2.11%)",-0.523750132,Product Effects
45 - 54,"""softening"" (2.11%)",0.998259889,Product Effects
55 - 65,"""softening"" (2.11%)",0.902535988,Product Effects
16 - 24,"""soothing"" (21.06%)",1.406220297,Product Effects
25 - 34,"""soothing"" (21.06%)",0.490313911,Product Effects
35 - 44,"""soothing"" (21.06%)",-0.313800903,Product Effects
45 - 54,"""soothing"" (21.06%)",-0.686439476,Product Effects
55 - 65,"""soothing"" (21.06%)",-0.578570415,Product Effects
16 - 24,"""strawberry"" (3.44%)",1.085033316,Product Ingredients
25 - 34,"""strawberry"" (3.44%)",-0.12329924,Product Ingredients
35 - 44,"""strawberry"" (3.44%)",-0.378117671,Product Ingredients
45 - 54,"""strawberry"" (3.44%)",-0.419217418,Product Ingredients
55 - 65,"""strawberry"" (3.44%)",-0.493196962,Product Ingredients
16 - 24,"""sun protection"" (21.70%)",0.678745468,Product Description
25 - 34,"""sun protection"" (21.70%)",0.287161544,Product Description
35 - 44,"""sun protection"" (21.70%)",0.551946864,Product Description
45 - 54,"""sun protection"" (21.70%)",-0.496006304,Product Description
55 - 65,"""sun protection"" (21.70%)",-1.350032195,Product Description
16 - 24,"""sun screen"" (4.87%)",0.599008381,Product Description
25 - 34,"""sun screen"" (4.87%)",0.124409433,Product Description
35 - 44,"""sun screen"" (4.87%)",0.456167921,Product Description
45 - 54,"""sun screen"" (4.87%)",-0.493029975,Product Description
55 - 65,"""sun screen"" (4.87%)",-0.930766869,Product Description
16 - 24,"""sunblock"" (7.29%)",1.170517423,Product Description
25 - 34,"""sunblock"" (7.29%)",0.477918686,Product Description
35 - 44,"""sunblock"" (7.29%)",0.084338592,Product Description
45 - 54,"""sunblock"" (7.29%)",-0.600593001,Product Description
55 - 65,"""sunblock"" (7.29%)",-1.129625985,Product Description
16 - 24,"""supple"" (8.59%)",1.164016347,Skin Descriptions
25 - 34,"""supple"" (8.59%)",0.768842206,Skin Descriptions
35 - 44,"""supple"" (8.59%)",0.118283416,Skin Descriptions
45 - 54,"""supple"" (8.59%)",-0.865619547,Skin Descriptions
55 - 65,"""supple"" (8.59%)",-1.233911093,Skin Descriptions
16 - 24,"""tinted moisturizer"" (7.53%)",1.255143265,Product Description
25 - 34,"""tinted moisturizer"" (7.53%)",0.850653736,Product Description
35 - 44,"""tinted moisturizer"" (7.53%)",-0.078446454,Product Description
45 - 54,"""tinted moisturizer"" (7.53%)",-0.811430509,Product Description
55 - 65,"""tinted moisturizer"" (7.53%)",-1.196308424,Product Description
16 - 24,"""tinted sunscreen"" (8.72%)",1.402041259,Product Description
25 - 34,"""tinted sunscreen"" (8.72%)",0.818438679,Product Description
35 - 44,"""tinted sunscreen"" (8.72%)",-0.19763434,Product Description
45 - 54,"""tinted sunscreen"" (8.72%)",-0.79053736,Product Description
55 - 65,"""tinted sunscreen"" (8.72%)",-1.109077414,Product Description
16 - 24,"""tinted"" (12.06%)",1.31048487,Product Description
25 - 34,"""tinted"" (12.06%)",0.898438185,Product Description
35 - 44,"""tinted"" (12.06%)",-0.055443591,Product Description
45 - 54,"""tinted"" (12.06%)",-0.888357532,Product Description
55 - 65,"""tinted"" (12.06%)",-1.234879973,Product Description
16 - 24,"""travel"" (14.26%)",-1.347720928,Product Reactions
25 - 34,"""travel"" (14.26%)",-0.833586368,Product Reactions
35 - 44,"""travel"" (14.26%)",0.075291672,Product Reactions
45 - 54,"""travel"" (14.26%)",0.837888749,Product Reactions
55 - 65,"""travel"" (14.26%)",1.194986393,Product Reactions
16 - 24,"""tretinoin"" (3.84%)",1.266501026,Product Ingredients
25 - 34,"""tretinoin"" (3.84%)",0.654210092,Product Ingredients
35 - 44,"""tretinoin"" (3.84%)",-0.307238482,Product Ingredients
45 - 54,"""tretinoin"" (3.84%)",-1.051096064,Product Ingredients
55 - 65,"""tretinoin"" (3.84%)",-1.121939643,Product Ingredients
16 - 24,"""ultra"" (5.83%)",1.33818618,Product Reactions
25 - 34,"""ultra"" (5.83%)",0.613123668,Product Reactions
35 - 44,"""ultra"" (5.83%)",-0.388903716,Product Reactions
45 - 54,"""ultra"" (5.83%)",-0.742427984,Product Reactions
55 - 65,"""ultra"" (5.83%)",-1.228805321,Product Reactions
16 - 24,"""unscented"" (23.21%)",1.132157187,Product Performance
25 - 34,"""unscented"" (23.21%)",0.816229521,Product Performance
35 - 44,"""unscented"" (23.21%)",0.169424931,Product Performance
45 - 54,"""unscented"" (23.21%)",-0.848121273,Product Performance
55 - 65,"""unscented"" (23.21%)",-1.379318263,Product Performance
16 - 24,"""uv"" (2.35%)",0.943242218,Product Description
25 - 34,"""uv"" (2.35%)",0.294763193,Product Description
35 - 44,"""uv"" (2.35%)",-0.460902448,Product Description
45 - 54,"""uv"" (2.35%)",-1.270161396,Product Description
55 - 65,"""uv"" (2.35%)",-1.457737974,Product Description
16 - 24,"""vacation"" (3.38%)",-0.407967418,Product Reactions
25 - 34,"""vacation"" (3.38%)",-0.003708795,Product Reactions
35 - 44,"""vacation"" (3.38%)",0.893819525,Product Reactions
45 - 54,"""vacation"" (3.38%)",-0.530357643,Product Reactions
55 - 65,"""vacation"" (3.38%)",-0.393132239,Product Reactions
16 - 24,"""vanilla"" (3.32%)",0.396862697,Product Ingredients
25 - 34,"""vanilla"" (3.32%)",0.377019562,Product Ingredients
35 - 44,"""vanilla"" (3.32%)",-0.661437828,Product Ingredients
45 - 54,"""vanilla"" (3.32%)",-0.03968627,Product Ingredients
55 - 65,"""vanilla"" (3.32%)",0.42332021,Product Ingredients
16 - 24,"""vaseline"" (4.60%)",1.223185679,Product Ingredients
25 - 34,"""vaseline"" (4.60%)",0.61596136,Product Ingredients
35 - 44,"""vaseline"" (4.60%)",0.14852969,Product Ingredients
45 - 54,"""vaseline"" (4.60%)",-0.685857684,Product Ingredients
55 - 65,"""vaseline"" (4.60%)",-1.397926491,Product Ingredients
16 - 24,"""vitamin"" (13.62%)",1.340418484,Product Description
25 - 34,"""vitamin"" (13.62%)",0.863110795,Product Description
35 - 44,"""vitamin"" (13.62%)",-0.019784775,Product Description
45 - 54,"""vitamin"" (13.62%)",-0.922465119,Product Description
55 - 65,"""vitamin"" (13.62%)",-1.221709836,Product Description
16 - 24,"""waterproof"" (5.35%)",1.001988972,Product Description
25 - 34,"""waterproof"" (5.35%)",0.40778621,Product Description
35 - 44,"""waterproof"" (5.35%)",0.36506575,Product Description
45 - 54,"""waterproof"" (5.35%)",-0.687411039,Product Description
55 - 65,"""waterproof"" (5.35%)",-1.266079089,Product Description
16 - 24,"""witch hazel"" (1.56%)",0.874588684,Product Ingredients
25 - 34,"""witch hazel"" (1.56%)",0.288937077,Product Ingredients
35 - 44,"""witch hazel"" (1.56%)",-0.612966398,Product Ingredients
45 - 54,"""witch hazel"" (1.56%)",-0.437270916,Product Ingredients
55 - 65,"""witch hazel"" (1.56%)",-0.203010273,Product Ingredients
16 - 24,"""wow"" (9.73%)",1.122292735,Product Reactions
25 - 34,"""wow"" (9.73%)",0.956239218,Product Reactions
35 - 44,"""wow"" (9.73%)",-0.071574792,Product Reactions
45 - 54,"""wow"" (9.73%)",-0.887527418,Product Reactions
55 - 65,"""wow"" (9.73%)",-1.110840769,Product Reactions
16 - 24,"""wrinkles"" (34.22%)",0.57899465,Skin Descriptions
25 - 34,"""wrinkles"" (34.22%)",0.322081439,Skin Descriptions
35 - 44,"""wrinkles"" (34.22%)",0.214303215,Skin Descriptions
45 - 54,"""wrinkles"" (34.22%)",-0.703064932,Skin Descriptions
55 - 65,"""wrinkles"" (34.22%)",-0.448658192,Skin Descriptions
16 - 24,"""zinc oxide"" (3.04%)",1.057168803,Product Ingredients
25 - 34,"""zinc oxide"" (3.04%)",0.537314889,Product Ingredients
35 - 44,"""zinc oxide"" (3.04%)",-0.158371966,Product Ingredients
45 - 54,"""zinc oxide"" (3.04%)",-0.655291148,Product Ingredients
55 - 65,"""zinc oxide"" (3.04%)",-1.419782198,Product Ingredients